source_tx_hash,source_address,bridge_kit_fee_circle_collected,bridge_kit_fee_dev_collected,destination_chain,source_amount_numeric
0x2549d1c2a226f87b220dc7426294fa5d34d071ae828088af26fbf9013771536f,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0.00500000000000000444089209850062616169,0.04499999999999999833466546306226518936,BASE,999.950000
0x7be144907686eadd691baa36804602b6163ab39480d397658937447673d4c555,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,AVAX,0.100000
0xc2b051349a93b2d6e493c214c29d57d6eb8bce7a46a305aa0be4fb6d0ee762dc,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,OP,0.110000
0xfc0432896b1fb6d6544d0148fb0b127e284f279c01015d619d49cd58965391e6,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0.00030900000000000024669155607170978328,0.00278599999999999984809373465566295636,BASE,61.896905
0xc0fca8ff0204900d2c03ade126748e5aaa25286c2fd669d84900ea35ed4b4cf1,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0.00029699999999999995500821192706553120,0.00268199999999999992225663270062341326,BASE,59.595884
0x7bcbae336d8ce1933f0fb7c72164dea364fb65cef8bd704069f582f5b3d94318,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0.00073499999999999954258811385443550535,0.00661500000000000022010171463193728414,BASE,146.992650
4RfUNKH3aTmY8TD2rD8HJJRFKqrQdeGiMx8GejM98VHHrxVAaexxNXAjSgiG9FVK5Y7btsJ2sKHiagsbM2UFcBvh,6UARwN1cJHhmQEaFeYZVyFveysGDmRz6Er3eBFRiGoZ6,0E-38,0E-38,ETH,750.318211
2Me4EgMMGL7wxeaZ9QD6bZywyha7FFe2JW86zk2fXSrS25h3GDRaMsQ6u3PY1AP9oQFqBXktvS4gBTQimrVBdffN,6UARwN1cJHhmQEaFeYZVyFveysGDmRz6Er3eBFRiGoZ6,0E-38,0E-38,ETH,500.090610
3SpDkgNaxsCKsX4KWWDNxcTLwCAkEFH3nBr4gP1tqA7puhefDTzV6Kr6YY9LvVQYc66cm1Ztt274AECzKy8Ap3Lg,6UARwN1cJHhmQEaFeYZVyFveysGDmRz6Er3eBFRiGoZ6,0E-38,0E-38,ETH,399.762095
4KT63sCa8KLKvSsz41Vsn6de1aG7GxjsyC9xB9vQqk3EBAFyY9RnTdjDvp9vSkmLY8k2jrfhf1ryVxB2GZqHN261,6UARwN1cJHhmQEaFeYZVyFveysGDmRz6Er3eBFRiGoZ6,0E-38,0E-38,ETH,199.887898
4JDhg1xTGXq7vh1wzsTpq5mfmykymm8JhntYdgnC3JLKD8Gjrqvx2Ct5hwxNH3FqEN3PdS6eAa2kn7EPPs9k3AKn,6UARwN1cJHhmQEaFeYZVyFveysGDmRz6Er3eBFRiGoZ6,0E-38,0E-38,ETH,300.001209
3FM5g7Q8ymQD1ifpscMECg49djCo8B5XmxaoquXLDdNgX4LZynHBbNAPArzxQ6k5J3qTGuP3XL4my1BiKt9VUucS,6UARwN1cJHhmQEaFeYZVyFveysGDmRz6Er3eBFRiGoZ6,0E-38,0E-38,ETH,200.007907
RSVBpy3AxkAKCrjxTGbGjizG5nAZwq4sAfjq4XousZ2mkFxcDp9nyAtEFTdHBpFeV2kEk2GCsyVxVDpVX8Bbr6t,6UARwN1cJHhmQEaFeYZVyFveysGDmRz6Er3eBFRiGoZ6,0E-38,0E-38,ETH,300.000131
0x2678478643d3b387d975aef59ddf8728b0226f745be15cde268a91fc783c12ee,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0.01874299999999998189714744967204751447,0.16869100000000000760813634315127274022,ETH,3748.499041
0xa51ee33df967b2c1f0e70d3ef09b7125968b789c8c0efe491c224e8ac976e0cd,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,199.933881
0xf019fa0b4fabc200b92b4e9f657b4eb146e6452c6a4199f6ec64ca31fe830145,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,449.001009
0x6e2874dfae67f04a41ee1d1d97f7434c9c10fc3cf70fbfc116089cc7c186f6c7,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,94.043489
0xa157dfc521993a87a23d861b480cf4ef2413d828a53d39f78cc5ce40db577a58,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,71.060000
0x8155e70098aec8888e1ce841688a0ec96fa83b3e0723d055a6ae2b91f3f80090,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,1000.000000
0xdd9727ea8473e810433d2356755e04182167806f6e13e61bbb26e3648c954519,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,129.402042
0xa9c270f662927a29048110d5baef3be2f3ba507aab85085de0cb5ac3302fd42d,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,400.000000
0x7346fb120c5a0e3f9775e8909993cc6d45c1aa7b150bbafb66bfa72f46dc889a,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,65.000000
0xa585ebff7eb3e8b1f021165ddd21067f2dd598d0db1b2d62ff36b6336283d688,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,88.624735
0x8a61227798be5c33259e4802679f985e3d63318a5489dc6e3deed4363e43b985,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,87.056899
0xeb52ccfc22a6dc057c4f3a02c8c0458494ec1df263b74494b2b4ebc6c039698d,0xb3fa262d0fb521cc93be83d87b322b8a23daf3f0,0E-38,0E-38,INK,122.184966
