blockchain,wallet_address,is_circle_wallet,tx_hash,# of Transactions,Circle Collected Fee$,Transaction Volume$
arc_testnet,0xe99843f17e14960298fcf616c608b59dbe520093,False,0x9c26c901f5aa2ba6bf46f689bd270463afadbd5f1adae27708f5afe88a67f49f,1,1.3e-05,0.659868
arc_testnet,0x8079fc16cbff8f77ecfeae46a512c74593ffbc40,False,0x225922d70e9017fbd8b482d3753df0344cf710f6f062d2d57479a43fb3147fcd,1,0.004079,7.918416
arc_testnet,0xb5cda357e166c0effdc3f53dae34fcb328b60c8b,False,0x3486032b98a397648c83d35e2e3bca828f31ce1f7951f14a73f5b206aa27b7d4,1,5.8e-05,2.929414
arc_testnet,0x2f978842ad6d5529dc462423dcaa7fadca2931ed,False,0xb3fd2f3f8becc6e0de0a6469fc046e3c5da5ee9ea3a041f563528c432cdb1572,1,0.0,7.194689
arc_testnet,0xd71c03082ef6edc8f2031bc6f551e736e2488f4c,False,0x7caee467fd5ebc924b544dc35f54a44cf90bf975e2d8e813ea73648a87d973dc,1,1e-06,0.054589
arc_testnet,0x79ae71625285fe1a0dbbd4ca83c8fbf2d1b18f0c,False,0xa97f338bc477c0a2f18a95a41bb6eb0d3455e23a8021a9d119beca494bd3d86b,1,0.0,4.517642
arc_testnet,0x63965361be68ab7bd214557c01e65d1d7e194797,False,0x8ac1b4cf5b807886ac6d19d33b940acf51d8c489ae8972ab00e84234b7f90ac4,1,0.0,56.961546
arc_testnet,0x312229b323078c4e23a09d8e0f32c31099bddb11,False,0x1f537c662d05bf75b72e20973eef7f218f5f9613d0560e5273de2eff3416f0f4,1,0.0,13.583238
arc_testnet,0xdff6d76687e4b60f77740eaf59d75fd2833f8709,False,0x5845e6965b16d55bb4ec6eff030a9f72f14d9fb1649f802543a5c3cb745ca8fa,1,2.7e-05,1.359728
arc_testnet,0x5fed79a44b663d4a019e83e4df0b047870ec20da,False,0x41cd0d8aa97e1592034fe0adc99848c5bb7abb1179b2418cebe8baecefc73cfe,1,0.0,2.454492
arc_testnet,0xc7c324f2972047132364e050e74e2bb94dd5b0bd,False,0x23101fd8b045091fbb3c7ea7751eec89e8aeadabf16a61c7658545f516ea6008,1,0.005099,9.89802
