dev_entity,dev_address,source_blockchain,Amount,Tx Count
Unknown,0x07c867770c43b1c6b715aa8ac3a55dfd7f835a82,polygon,2.589281,1
Unknown,0xa7710bde10019697d8b1c6fc52253f4aeca45909,base,2.500000,7
Unknown,0x98cf87bc66094bb831d15a1cbe645083e0562413,arbitrum,2.000000,2
Unknown,0x002bd75c185f335b002b150f8aa4a84d34f9bab2,arbitrum,2.000000,2
Unknown,0x1742608731e389539b0d33a986d24b842168b0a9,arbitrum,2.000000,1
Wallets Testing,0x3b61abee91852714e4e99b09a1af3e9c13893ef1,arbitrum,2.000000,1
lyzi.fr,0x506f2251525e91bc9eb705324900ad0d1d847aa5,ethereum,2.000000,1
Unknown,0x2e1276244540b7996fbf4f8df90229bad36fb4f5,base,2.000000,2
Unknown,0x40a8d86e7ffe7ef02d5242587e4bb1ad36b6088c,base,1.999780,1
Unknown,0x2b1f4070450511076bb2201e57b512418be50abe,ethereum,1.673389,1
Unknown,0xd77167daa4429a5b76c788e4733af4702115eb19,base,1.619899,3
Unknown,0x60b924c0989086ee53cd0b41cde8cddf10375bb4,ethereum,1.610000,9
Unknown,0xd7003836e601516e434ce07d0a062605754ff3cc,ethereum,1.500000,2
Unknown,0xa24c82f6627e566ba5d5dec68b7f2a0b0fbb4b6e,base,1.330000,5
Unknown,0xfbc171f350319a2e06a80ae640cdd76df084d1ef,ethereum,1.260000,4
Unknown,0xb5300aa7ba5c4af0200b59fabb7e7ec6081aa1e3,ethereum,1.210000,3
Unknown,0x9e856d5bdaf5bdb5b0e93afde00b071299ebde0f,ethereum,1.200000,3
Unknown,0x0ef576fd3fdf7825890a5519f6fba086d6bd5738,ethereum,1.099755,6
Unknown,0xbf2a00fb495fc300c05fbae8478dd59294b8b89f,arbitrum,1.020000,3
Unknown,0xaf02a009f921d1db41aec7138f7b09617079b3cd,base,1.000000,1
Unknown,0x3dffcccb05d7050aad87f9c82744d049e4f8f44b,ethereum,1.000000,1
Unknown,0x6cf807bb1dee8e2d4c55e8cf6c875544edb2fcfe,ethereum,1.000000,1
Unknown,0xe717d34064e45af53c8afc2d4a64144803e2428f,base,1.000000,1
Unknown,0xa81bf92477dba23ced1273a0e5e731ada6aa4d21,base,1.000000,1
Black Wattle Consulting SL,0xb0b2b405c9d09d129e9f9b18c9dd218c532f2b2a,optimism,1.000000,1
Unknown,0x113128f65d830b5295cef847597f4655f3d8e47c,ethereum,1.000000,1
Unknown,0xdea3d7f6f1d7e470812ebfe78fae84c61a6ef091,arbitrum,0.883860,1
Unknown,0xbf2a00fb495fc300c05fbae8478dd59294b8b89f,ethereum,0.610000,3
Unknown,0x6b08ef9dd8c887955ba8065e46cfb8aabd02bf1f,ethereum,0.600000,2
Coinbase Deposit,0x5aee973f2d33067fc40d9000724bc81cb0d69de4,base,0.500000,1
Unknown,0xdfd27d1c6dac42c73253dcbadbba45c897fd7fe3,ethereum,0.500000,1
Unknown,0x6b08ef9dd8c887955ba8065e46cfb8aabd02bf1f,avalanche,0.350000,2
Unknown,0x6b08ef9dd8c887955ba8065e46cfb8aabd02bf1f,polygon,0.250000,1
Unknown,0x6b08ef9dd8c887955ba8065e46cfb8aabd02bf1f,optimism,0.250000,1
Unknown,0x6b08ef9dd8c887955ba8065e46cfb8aabd02bf1f,arbitrum,0.250000,1
Unknown,0x1d693a4425bf7ed10fe7775e2b65b072019ffceb,arbitrum,0.200000,2
Unknown,0xcabda7ad67114c7d83850ccf8cef89dca6aaa5b9,base,0.140000,14
OKX Deposit,0x9aaab5b443389672e913352241e50a067ae1b02b,arbitrum,0.120000,3
OKX Deposit,0x9aaab5b443389672e913352241e50a067ae1b02b,ethereum,0.117213,10
Unknown,0x1d693a4425bf7ed10fe7775e2b65b072019ffceb,base,0.100000,1
Unknown,0xb3ee90fd0f7c83e996d60db282eae48063e2569f,arbitrum,0.100000,1
Unknown,0xf916a317bef3b17a901429b188520daca416ab4b,ethereum,0.060000,3
Unknown,0x17b1681b74c7ed508f3a9ee0240de4059431cb0f,polygon,0.050000,5
Unknown,0xf916a317bef3b17a901429b188520daca416ab4b,base,0.021000,2
Unknown,0xfbc171f350319a2e06a80ae640cdd76df084d1ef,base,0.012300,1
Unknown,0x60b924c0989086ee53cd0b41cde8cddf10375bb4,base,0.010000,1
Unknown,0x9d0bf97c0fece0ee613f6c7dd5124509282a653d,ethereum,0.010000,1
Unknown,0x9d0bf97c0fece0ee613f6c7dd5124509282a653d,arbitrum,0.010000,1
Unknown,0xe9193ecc40797bcf1f86ed6fa1146d701edd78f9,base,0.010000,1
Unknown,0x217f1bdc8b60a01d5e4175dadb140493884fca3d,base,0.007000,7
